Human_ENSEMBL,Human_GeneName,Zebrafish_ENSEMBL,Zebrafish_GeneName
ENSG00000166961,MS4A15,ENSDARG00000007018,ms4a17a.6
ENSG00000166961,MS4A15,ENSDARG00000043796,ms4a17a.7
ENSG00000166961,MS4A15,ENSDARG00000093546,si:ch73-56d11.5
ENSG00000166961,MS4A15,ENSDARG00000043802,ms4a17a.8
ENSG00000166961,MS4A15,ENSDARG00000092593,si:dkey-174k12.3
ENSG00000166961,MS4A15,ENSDARG00000092204,ms4a17a.5
ENSG00000166961,MS4A15,ENSDARG00000116378,ms4a17a.17
ENSG00000166961,MS4A15,ENSDARG00000098387,tmem176l.3a
ENSG00000166961,MS4A15,ENSDARG00000094854,ms4a17a.9
ENSG00000166961,MS4A15,ENSDARG00000020548,si:dkey-77f5.10
ENSG00000166961,MS4A15,ENSDARG00000028659,ms4a17c.2
ENSG00000166961,MS4A15,ENSDARG00000053563,ms4a17a.12
ENSG00000166961,MS4A15,ENSDARG00000093512,si:dkey-238j22.1
ENSG00000166961,MS4A15,ENSDARG00000094643,ms4a17c.1
ENSG00000166961,MS4A15,ENSDARG00000014024,ms4a17a.4
ENSG00000166961,MS4A15,ENSDARG00000091970,ms4a17a.3
ENSG00000166961,MS4A15,ENSDARG00000105674,ms4a17a.2
ENSG00000166961,MS4A15,ENSDARG00000054898,ms4a17a.16
ENSG00000288867,PPIAL4C,ENSDARG00000007409,ppifa
ENSG00000288867,PPIAL4C,ENSDARG00000103994,ppiab
ENSG00000288867,PPIAL4C,ENSDARG00000009212,ppiaa
ENSG00000066422,ZBTB11,ENSDARG00000017886,zbtb11
ENSG00000289549,PPIAL4D,ENSDARG00000007409,ppifa
ENSG00000289549,PPIAL4D,ENSDARG00000103994,ppiab
ENSG00000289549,PPIAL4D,ENSDARG00000009212,ppiaa
ENSG00000271567,PPIAL4E,ENSDARG00000007409,ppifa
ENSG00000271567,PPIAL4E,ENSDARG00000103994,ppiab
ENSG00000271567,PPIAL4E,ENSDARG00000009212,ppiaa
ENSG00000279782,PPIAL4F,ENSDARG00000007409,ppifa
ENSG00000279782,PPIAL4F,ENSDARG00000103994,ppiab
ENSG00000279782,PPIAL4F,ENSDARG00000009212,ppiaa
ENSG00000236334,PPIAL4G,ENSDARG00000007409,ppifa
ENSG00000236334,PPIAL4G,ENSDARG00000103994,ppiab
ENSG00000236334,PPIAL4G,ENSDARG00000009212,ppiaa
ENSG00000270339,PPIAL4H,ENSDARG00000007409,ppifa
ENSG00000270339,PPIAL4H,ENSDARG00000103994,ppiab
ENSG00000270339,PPIAL4H,ENSDARG00000009212,ppiaa
ENSG00000185829,ARL17A,ENSDARG00000016393,arf2b
ENSG00000009307,CSDE1,ENSDARG00000089355,si:dkeyp-121d4.3
ENSG00000009307,CSDE1,ENSDARG00000074758,csde1
ENSG00000172689,MS4A10,ENSDARG00000026616,zgc:113425
ENSG00000172689,MS4A10,ENSDARG00000094809,ms4a17a.11
ENSG00000172689,MS4A10,ENSDARG00000090552,si:dkey-7j14.6
ENSG00000172689,MS4A10,ENSDARG00000095695,ms4a17a.10
ENSG00000172689,MS4A10,ENSDARG00000043798,ms4a17a.1
ENSG00000172689,MS4A10,ENSDARG00000097527,ms4a17a.5
ENSG00000172689,MS4A10,ENSDARG00000007018,ms4a17a.6
ENSG00000172689,MS4A10,ENSDARG00000043796,ms4a17a.7
ENSG00000172689,MS4A10,ENSDARG00000093546,si:ch73-56d11.5
ENSG00000172689,MS4A10,ENSDARG00000043802,ms4a17a.8
ENSG00000172689,MS4A10,ENSDARG00000092593,si:dkey-174k12.3
ENSG00000172689,MS4A10,ENSDARG00000092204,ms4a17a.5
ENSG00000172689,MS4A10,ENSDARG00000116378,ms4a17a.17
ENSG00000172689,MS4A10,ENSDARG00000098387,tmem176l.3a
ENSG00000172689,MS4A10,ENSDARG00000094854,ms4a17a.9
ENSG00000172689,MS4A10,ENSDARG00000020548,si:dkey-77f5.10
ENSG00000172689,MS4A10,ENSDARG00000028659,ms4a17c.2
ENSG00000172689,MS4A10,ENSDARG00000053563,ms4a17a.12
ENSG00000172689,MS4A10,ENSDARG00000093512,si:dkey-238j22.1
ENSG00000172689,MS4A10,ENSDARG00000094643,ms4a17c.1
ENSG00000172689,MS4A10,ENSDARG00000014024,ms4a17a.4
ENSG00000172689,MS4A10,ENSDARG00000091970,ms4a17a.3
ENSG00000172689,MS4A10,ENSDARG00000105674,ms4a17a.2
ENSG00000172689,MS4A10,ENSDARG00000054898,ms4a17a.16
ENSG00000181722,ZBTB20,ENSDARG00000005586,zbtb20
ENSG00000110801,PSMD9,ENSDARG00000006300,psmd9
ENSG00000110436,SLC1A2,ENSDARG00000052138,slc1a2a
ENSG00000110436,SLC1A2,ENSDARG00000102453,slc1a2b
ENSG00000233276,GPX1,ENSDARG00000003077,gpx9
ENSG00000120088,CRHR1,ENSDARG00000003989,crhr1
ENSG00000158023,CFAP251,ENSDARG00000059855,wdr66
ENSG00000177565,TBL1XR1,ENSDARG00000058696,tbl1xr1a
ENSG00000177565,TBL1XR1,ENSDARG00000008966,tbl1xr1b
ENSG00000228696,ARL17B,ENSDARG00000016393,arf2b
ENSG00000110987,BCL7A,ENSDARG00000052907,bcl7a
ENSG00000175727,MLXIP,ENSDARG00000059474,mlxip
ENSG00000073969,NSF,ENSDARG00000038991,nsfb
ENSG00000073969,NSF,ENSDARG00000007654,nsfa
ENSG00000139726,DENR,ENSDARG00000037229,denr
ENSG00000033030,ZCCHC8,ENSDARG00000034982,zcchc8
ENSG00000128655,PDE11A,ENSDARG00000006151,pde11al
ENSG00000128655,PDE11A,ENSDARG00000075929,si:dkey-219c10.4
ENSG00000171634,BPTF,ENSDARG00000077361,bptf
ENSG00000111275,ALDH2,ENSDARG00000028087,aldh2.2
ENSG00000111275,ALDH2,ENSDARG00000099154,CABZ01032488.1
ENSG00000111275,ALDH2,ENSDARG00000089924,aldh2.1
ENSG00000089022,MAPKAPK5,ENSDARG00000028082,mapkapk5
ENSG00000116035,VAX2,ENSDARG00000058702,vax2
ENSG00000149090,PAMR1,ENSDARG00000103184,PAMR1
ENSG00000149090,PAMR1,ENSDARG00000093480,pamr1
ENSG00000108379,WNT3,ENSDARG00000038990,wnt3
ENSG00000057294,PKP2,ENSDARG00000023026,pkp2
ENSG00000132589,FLOT2,ENSDARG00000004830,flot2a
ENSG00000132589,FLOT2,ENSDARG00000069774,flot2b
ENSG00000144031,ANKRD53,ENSDARG00000098445,si:ch211-1o7.2
ENSG00000189079,ARID2,ENSDARG00000007413,arid2
ENSG00000124357,NAGK,ENSDARG00000099116,nagk
ENSG00000110514,MADD,ENSDARG00000003495,madd
ENSG00000133687,TMTC1,ENSDARG00000063149,tmtc1
ENSG00000108813,DLX4,ENSDARG00000099761,vox
ENSG00000108813,DLX4,ENSDARG00000100483,vent
ENSG00000108813,DLX4,ENSDARG00000068976,bsx
ENSG00000108813,DLX4,ENSDARG00000071560,dlx4b
ENSG00000108813,DLX4,ENSDARG00000011956,dlx4a
ENSG00000136699,SMPD4,ENSDARG00000020730,smpd4
ENSG00000275832,ARHGAP23,ENSDARG00000052950,arhgap23a
ENSG00000275832,ARHGAP23,ENSDARG00000026840,arhgap23b
ENSG00000111012,CYP27B1,ENSDARG00000045015,cyp27b1
ENSG00000169689,CENPX,ENSDARG00000089291,cenpx
ENSG00000169683,LRRC45,ENSDARG00000014005,lrrc45
ENSG00000169760,NLGN1,ENSDARG00000077710,nlgn1
ENSG00000169750,RAC3,ENSDARG00000020795,rac3b
ENSG00000169750,RAC3,ENSDARG00000090062,rac3a
ENSG00000163864,NMNAT3,ENSDARG00000077034,nmnat3
ENSG00000169738,DCXR,ENSDARG00000079271,dcxr
ENSG00000184897,H1-10,ENSDARG00000054058,h1-10
ENSG00000156097,GPR61,ENSDARG00000055570,gpr61
ENSG00000172046,USP19,ENSDARG00000004132,usp19
ENSG00000162413,KLHL21,ENSDARG00000039255,klhl21
ENSG00000116273,PHF13,ENSDARG00000102023,phf13
ENSG00000111696,NT5DC3,ENSDARG00000062949,nt5dc3
ENSG00000117153,KLHL12,ENSDARG00000112728,KLHL12
ENSG00000162882,HAAO,ENSDARG00000076487,haao
ENSG00000159346,ADIPOR1,ENSDARG00000002912,adipor1a
ENSG00000159346,ADIPOR1,ENSDARG00000042717,adipor1b
ENSG00000233381,AK4P3,ENSDARG00000006546,ak4
ENSG00000162881,OXER1,ENSDARG00000062874,hcar1-3
ENSG00000162881,OXER1,ENSDARG00000087084,hcar1-4
ENSG00000169727,GPS1,ENSDARG00000040650,gps1
ENSG00000151743,AMN1,ENSDARG00000070478,amn1
ENSG00000163444,TMEM183A,ENSDARG00000044899,tmem183a
ENSG00000172005,MAL,ENSDARG00000043442,zgc:153665
ENSG00000172005,MAL,ENSDARG00000070401,mala
ENSG00000172005,MAL,ENSDARG00000030094,malb
ENSG00000122180,MYOG,ENSDARG00000009438,myog
ENSG00000133055,MYBPH,ENSDARG00000058799,mybpha
ENSG00000133055,MYBPH,ENSDARG00000003081,mybphb
ENSG00000184047,DIABLO,ENSDARG00000104172,diabloa
ENSG00000184047,DIABLO,ENSDARG00000014956,diablob
ENSG00000155066,PROM2,ENSDARG00000039406,prom2
ENSG00000127481,UBR4,ENSDARG00000009549,ubr4
ENSG00000144802,NFKBIZ,ENSDARG00000102097,nfkbiz
ENSG00000013588,GPRC5A,ENSDARG00000099947,CABZ01109019.1
ENSG00000151135,TMEM263,ENSDARG00000071555,TMEM263
ENSG00000151135,TMEM263,ENSDARG00000086342,TMEM263
ENSG00000151135,TMEM263,ENSDARG00000030465,tmem263
ENSG00000120832,MTERF2,ENSDARG00000086405,mterf2
ENSG00000008405,CRY1,ENSDARG00000011583,cry1b
ENSG00000008405,CRY1,ENSDARG00000045768,cry1a
ENSG00000115207,GTF3C2,ENSDARG00000004574,gtf3c2
ENSG00000173805,HAP1,ENSDARG00000074508,si:dkey-28e7.3
ENSG00000047617,ANO2,ENSDARG00000112349,CABZ01015105.1
ENSG00000047617,ANO2,ENSDARG00000003210,ano2a
ENSG00000047617,ANO2,ENSDARG00000101363,ano2b
ENSG00000173801,JUP,ENSDARG00000059067,jupb
ENSG00000173801,JUP,ENSDARG00000070787,jupa
ENSG00000143882,ATP6V1C2,ENSDARG00000070440,atp6v1c2
ENSG00000211454,AKR7L,ENSDARG00000016649,akr7a3
ENSG00000053372,MRTO4,ENSDARG00000007130,mrto4
ENSG00000143870,PDIA6,ENSDARG00000009001,pdia6
ENSG00000162482,AKR7A3,ENSDARG00000099728,zgc:56622
ENSG00000162482,AKR7A3,ENSDARG00000004167,zgc:110366
ENSG00000162482,AKR7A3,ENSDARG00000035257,akr1a1a
ENSG00000162482,AKR7A3,ENSDARG00000054934,zgc:101765
ENSG00000162482,AKR7A3,ENSDARG00000044544,zgc:110782
ENSG00000053371,AKR7A2,ENSDARG00000099728,zgc:56622
ENSG00000053371,AKR7A2,ENSDARG00000035257,akr1a1a
ENSG00000141696,P3H4,ENSDARG00000104089,p3h4
ENSG00000040487,SLC66A1,ENSDARG00000043624,slc66a1
ENSG00000141756,FKBP10,ENSDARG00000099183,fkbp10a
ENSG00000141756,FKBP10,ENSDARG00000045129,fkbp10b
ENSG00000188338,SLC38A3,ENSDARG00000027065,slc38a3a
ENSG00000188338,SLC38A3,ENSDARG00000091061,slc38a3b
ENSG00000183155,RABIF,ENSDARG00000002690,rabif
ENSG00000133063,CHIT1,ENSDARG00000100635,chia.1
ENSG00000115761,NOL10,ENSDARG00000020077,nol10
ENSG00000114391,RPL24,ENSDARG00000099104,rpl24
ENSG00000143847,PPFIA4,ENSDARG00000053205,ppfia4
ENSG00000144815,NXPE3,ENSDARG00000061690,nxpe3
ENSG00000143379,SETDB1,ENSDARG00000041243,setdb1a
ENSG00000143379,SETDB1,ENSDARG00000099021,setdb1b
ENSG00000141527,CARD14,ENSDARG00000103485,card14
ENSG00000110713,NUP98,ENSDARG00000074955,nup98
ENSG00000135968,GCC2,ENSDARG00000110024,FQ377903.3
ENSG00000007923,DNAJC11,ENSDARG00000102696,dnajc11b
ENSG00000007923,DNAJC11,ENSDARG00000011196,dnajc11a
ENSG00000174840,PDE12,ENSDARG00000030964,pde12
ENSG00000116731,PRDM2,ENSDARG00000076451,prdm2b
ENSG00000108733,PEX12,ENSDARG00000035149,pex12
ENSG00000174839,DENND6A,ENSDARG00000030239,dennd6aa
ENSG00000168646,AXIN2,ENSDARG00000100149,axin2
ENSG00000169756,LIMS1,ENSDARG00000026985,lims1
ENSG00000188672,RHCE,ENSDARG00000002194,rhd
ENSG00000154240,CEP112,ENSDARG00000079679,cep112
ENSG00000163807,KIAA1143,ENSDARG00000029615,zgc:77056
ENSG00000163808,KIF15,ENSDARG00000012073,kif15
ENSG00000118260,CREB1,ENSDARG00000093420,creb1b
ENSG00000108924,HLF,ENSDARG00000061011,hlfb
ENSG00000108960,MMD,ENSDARG00000040387,mmd
ENSG00000144401,METTL21A,ENSDARG00000012051,mettl21a
ENSG00000169964,TMEM42,ENSDARG00000102717,tmem42a
ENSG00000169964,TMEM42,ENSDARG00000103817,tmem42b
ENSG00000261873,SMIM36,ENSDARG00000105527,SMIM36
ENSG00000035862,TIMP2,ENSDARG00000075261,timp2b
ENSG00000035862,TIMP2,ENSDARG00000061226,timp2a
ENSG00000075914,EXOSC7,ENSDARG00000100060,exosc7
ENSG00000163249,CCNYL1,ENSDARG00000099692,ccnyl1
ENSG00000178404,CEP295NL,ENSDARG00000074779,alms1
ENSG00000136449,MYCBPAP,ENSDARG00000069194,mycbpap
ENSG00000163815,CLEC3B,ENSDARG00000099500,clec3bb
ENSG00000163815,CLEC3B,ENSDARG00000076541,clec3ba
ENSG00000163251,FZD5,ENSDARG00000025420,fzd5
ENSG00000185674,LYG2,ENSDARG00000056874,lygl1
ENSG00000185674,LYG2,ENSDARG00000071701,zgc:162941
ENSG00000185674,LYG2,ENSDARG00000099562,lygl2
ENSG00000132470,ITGB4,ENSDARG00000040985,itgbl1
ENSG00000132470,ITGB4,ENSDARG00000028507,itgb4
ENSG00000157087,ATP2B2,ENSDARG00000018259,atp1a3a
ENSG00000157087,ATP2B2,ENSDARG00000104139,atp1a3b
ENSG00000157087,ATP2B2,ENSDARG00000063433,atp2b2
ENSG00000157087,ATP2B2,ENSDARG00000002840,si:dkey-28b4.8
ENSG00000119862,LGALSL,ENSDARG00000059060,lgalsla
ENSG00000119862,LGALSL,ENSDARG00000055525,lgalslb
ENSG00000133816,MICAL2,ENSDARG00000075608,mical2a
ENSG00000133816,MICAL2,ENSDARG00000020395,mical2b
ENSG00000179833,SERTAD2,ENSDARG00000093412,sertad2a
ENSG00000179833,SERTAD2,ENSDARG00000055530,sertad2b
ENSG00000115252,PDE1A,ENSDARG00000060875,pde1a
ENSG00000188687,SLC4A5,ENSDARG00000104387,SLC4A5
ENSG00000188687,SLC4A5,ENSDARG00000002771,SLC4A5
ENSG00000127463,EMC1,ENSDARG00000057255,emc1
ENSG00000183715,OPCML,ENSDARG00000018065,ntm
ENSG00000152578,GRIA4,ENSDARG00000037496,gria4a
ENSG00000152578,GRIA4,ENSDARG00000059368,gria4b
ENSG00000132164,SLC6A11,ENSDARG00000087981,slc6a11b
ENSG00000152133,GPATCH11,ENSDARG00000026892,gpatch11
ENSG00000117543,DPH5,ENSDARG00000100242,dph5
ENSG00000185008,ROBO2,ENSDARG00000014891,robo2
ENSG00000164008,C1orf50,ENSDARG00000071211,C11H1orf50
ENSG00000115457,IGFBP2,ENSDARG00000052470,igfbp2a
ENSG00000115457,IGFBP2,ENSDARG00000031422,igfbp2b
ENSG00000180423,HARBI1,ENSDARG00000036038,harbi1
ENSG00000162367,TAL1,ENSDARG00000019930,tal1
ENSG00000115461,IGFBP5,ENSDARG00000025348,igfbp5b
ENSG00000115461,IGFBP5,ENSDARG00000039264,igfbp5a
ENSG00000175224,ATG13,ENSDARG00000036040,atg13
ENSG00000116406,EDEM3,ENSDARG00000074129,edem3
ENSG00000144460,NYAP2,ENSDARG00000079581,nyap2a
ENSG00000144460,NYAP2,ENSDARG00000093357,nyap2b
ENSG00000176390,CRLF3,ENSDARG00000070261,crlf3
ENSG00000119844,AFTPH,ENSDARG00000071347,aftphb
ENSG00000119844,AFTPH,ENSDARG00000069249,aftpha
ENSG00000176208,ATAD5,ENSDARG00000070568,atad5a
ENSG00000163812,ZDHHC3,ENSDARG00000010981,zdhhc3a
ENSG00000163812,ZDHHC3,ENSDARG00000058830,zdhhc3b
ENSG00000178562,CD28,ENSDARG00000092653,si:dkey-1h24.6
ENSG00000172171,TEFM,ENSDARG00000100548,tefm
ENSG00000163352,LENEP,ENSDARG00000095553,lenep
ENSG00000144048,DUSP11,ENSDARG00000038156,dusp11
ENSG00000162704,ARPC5,ENSDARG00000019062,arpc5b
ENSG00000162704,ARPC5,ENSDARG00000039142,arpc5a
ENSG00000116698,SMG7,ENSDARG00000060767,smg7
ENSG00000196712,NF1,ENSDARG00000004184,nf1b
ENSG00000196712,NF1,ENSDARG00000012982,nf1a
ENSG00000151789,ZNF385D,ENSDARG00000086162,znf385d
ENSG00000175220,ARHGAP1,ENSDARG00000024324,arhgap1
ENSG00000182504,CEP97,ENSDARG00000102407,cep97
ENSG00000175213,ZNF408,ENSDARG00000036043,znf408
ENSG00000175216,CKAP5,ENSDARG00000102674,ckap5
ENSG00000162641,AKNAD1,ENSDARG00000087110,akna
ENSG00000247626,MARS2,ENSDARG00000009218,mars2
ENSG00000178927,CYBC1,ENSDARG00000071414,cybc1
ENSG00000134569,LRP4,ENSDARG00000116353,lrp4
ENSG00000114439,BBX,ENSDARG00000012699,bbx
ENSG00000003400,CASP10,ENSDARG00000070272,casp10
ENSG00000121966,CXCR4,ENSDARG00000041959,cxcr4b
ENSG00000121966,CXCR4,ENSDARG00000057633,cxcr4a
ENSG00000064300,NGFR,ENSDARG00000088708,ngfra
ENSG00000064300,NGFR,ENSDARG00000089223,ngfrb
ENSG00000073921,PICALM,ENSDARG00000012866,picalma
ENSG00000073921,PICALM,ENSDARG00000014137,picalmb
ENSG00000005884,ITGA3,ENSDARG00000037917,itga3a
ENSG00000005884,ITGA3,ENSDARG00000012824,itga3b
ENSG00000067606,PRKCZ,ENSDARG00000043332,prkcz
ENSG00000154957,ZNF18,ENSDARG00000036855,plagx
ENSG00000154957,ZNF18,ENSDARG00000076657,plagl2
ENSG00000154957,ZNF18,ENSDARG00000078256,ovol1b
ENSG00000154957,ZNF18,ENSDARG00000076472,ovol1a
ENSG00000167525,PROCA1,ENSDARG00000069823,proca1
ENSG00000167525,PROCA1,ENSDARG00000008948,pla2g3
ENSG00000167525,PROCA1,ENSDARG00000098989,CU459012.1
ENSG00000154217,PITPNC1,ENSDARG00000099260,PITPNC1
ENSG00000074266,EED,ENSDARG00000099640,eed
ENSG00000184588,PDE4B,ENSDARG00000074233,pde4bb
ENSG00000184588,PDE4B,ENSDARG00000032868,pde4ba
ENSG00000256671,LIMS4,ENSDARG00000014976,lims2
ENSG00000163157,TMOD4,ENSDARG00000020890,tmod4
ENSG00000183054,RGPD6,ENSDARG00000008727,ranbp3a
ENSG00000084070,SMAP2,ENSDARG00000061446,smap2
ENSG00000174804,FZD4,ENSDARG00000104117,fzd4
ENSG00000135378,PRRG4,ENSDARG00000030753,prrg4
ENSG00000060749,QSER1,ENSDARG00000074750,qser1
ENSG00000127483,HP1BP3,ENSDARG00000044669,hp1bp3
ENSG00000068097,HEATR6,ENSDARG00000073686,heatr6
ENSG00000121690,DEPDC7,ENSDARG00000053246,depdc7b
ENSG00000121690,DEPDC7,ENSDARG00000055043,depdc7a
ENSG00000167770,OTUB1,ENSDARG00000011462,otub1b
ENSG00000167770,OTUB1,ENSDARG00000055536,otub1a
ENSG00000164002,EXO5,ENSDARG00000042727,exo5
ENSG00000115392,FANCL,ENSDARG00000007885,fancl
ENSG00000133056,PIK3C2B,ENSDARG00000086927,pik3c2b
ENSG00000167434,CA4,ENSDARG00000043589,ca4a
ENSG00000167434,CA4,ENSDARG00000042293,ca4b
ENSG00000072518,MARK2,ENSDARG00000079905,mark2a
ENSG00000072518,MARK2,ENSDARG00000032458,mark2b
ENSG00000170832,USP32,ENSDARG00000061895,usp32
ENSG00000114279,FGF12,ENSDARG00000027957,fgf12a
ENSG00000114279,FGF12,ENSDARG00000113525,fgf12b
ENSG00000163159,VPS72,ENSDARG00000088567,vps72b
ENSG00000163159,VPS72,ENSDARG00000063718,vps72a
ENSG00000143434,SEMA6C,ENSDARG00000002748,sema6d
ENSG00000143434,SEMA6C,ENSDARG00000000189,sema6e
ENSG00000144674,GOLGA4,ENSDARG00000075331,golga4
ENSG00000141376,BCAS3,ENSDARG00000090764,bcas3
ENSG00000116455,WDR77,ENSDARG00000101347,CABZ01068251.1
ENSG00000163599,CTLA4,ENSDARG00000095070,cd28
ENSG00000116459,ATP5PB,ENSDARG00000011553,atp5pb
ENSG00000115317,HTRA2,ENSDARG00000092202,HTRA2
ENSG00000115317,HTRA2,ENSDARG00000094995,HTRA2
ENSG00000115317,HTRA2,ENSDARG00000093005,si:dkey-33c12.11
ENSG00000115317,HTRA2,ENSDARG00000095314,si:dkey-19p15.4
ENSG00000115317,HTRA2,ENSDARG00000115120,si:dkey-112g5.12
ENSG00000115317,HTRA2,ENSDARG00000095687,si:dkey-84o3.3
ENSG00000115317,HTRA2,ENSDARG00000094236,si:dkey-112g5.15
ENSG00000115317,HTRA2,ENSDARG00000088743,zgc:174193
ENSG00000115317,HTRA2,ENSDARG00000111633,HTRA2
ENSG00000115317,HTRA2,ENSDARG00000092133,HTRA2
ENSG00000115317,HTRA2,ENSDARG00000069909,HTRA2
ENSG00000115317,HTRA2,ENSDARG00000092625,zgc:174193
ENSG00000115317,HTRA2,ENSDARG00000094749,HTRA2
ENSG00000115317,HTRA2,ENSDARG00000116494,BX510654.2
ENSG00000115317,HTRA2,ENSDARG00000094878,si:dkey-84o3.6
ENSG00000115317,HTRA2,ENSDARG00000070138,si:dkey-84o3.3
ENSG00000115317,HTRA2,ENSDARG00000114913,CT027677.1
ENSG00000115317,HTRA2,ENSDARG00000094741,HTRA2
ENSG00000115317,HTRA2,ENSDARG00000092380,HTRA2
ENSG00000115317,HTRA2,ENSDARG00000092094,si:dkey-112g5.11
ENSG00000115317,HTRA2,ENSDARG00000095545,HTRA2
ENSG00000115317,HTRA2,ENSDARG00000092061,HTRA2
ENSG00000115317,HTRA2,ENSDARG00000115106,HTRA2
ENSG00000115317,HTRA2,ENSDARG00000076713,HTRA2
ENSG00000115317,HTRA2,ENSDARG00000094403,HTRA2
ENSG00000115325,DOK1,ENSDARG00000099177,dok1b
ENSG00000114302,PRKAR2A,ENSDARG00000009477,prkar2ab
ENSG00000114302,PRKAR2A,ENSDARG00000033184,prkar2aa
ENSG00000170264,FAM161A,ENSDARG00000089742,fam161a
ENSG00000204060,FOXO6,ENSDARG00000023058,foxo3a
ENSG00000204060,FOXO6,ENSDARG00000042904,foxo3b
ENSG00000127129,EDN2,ENSDARG00000070578,edn2
ENSG00000121068,TBX2,ENSDARG00000006120,tbx2b
ENSG00000121068,TBX2,ENSDARG00000018025,tbx2a
ENSG00000174516,PELI3,ENSDARG00000087452,peli3
ENSG00000143153,ATP1B1,ENSDARG00000013144,atp1b1a
ENSG00000143153,ATP1B1,ENSDARG00000076833,atp1b1b
ENSG00000115484,CCT4,ENSDARG00000013475,cct4
ENSG00000121075,TBX4,ENSDARG00000030058,tbx4
ENSG00000183291,SELENOF,ENSDARG00000099664,selenof
ENSG00000030582,GRN,ENSDARG00000025081,grnb
ENSG00000214782,MS4A18,ENSDARG00000026616,zgc:113425
ENSG00000214782,MS4A18,ENSDARG00000094809,ms4a17a.11
ENSG00000214782,MS4A18,ENSDARG00000090552,si:dkey-7j14.6
ENSG00000214782,MS4A18,ENSDARG00000095695,ms4a17a.10
ENSG00000214782,MS4A18,ENSDARG00000043798,ms4a17a.1
ENSG00000214782,MS4A18,ENSDARG00000097527,ms4a17a.5
ENSG00000214782,MS4A18,ENSDARG00000007018,ms4a17a.6
ENSG00000214782,MS4A18,ENSDARG00000043796,ms4a17a.7
ENSG00000214782,MS4A18,ENSDARG00000093546,si:ch73-56d11.5
ENSG00000214782,MS4A18,ENSDARG00000043802,ms4a17a.8
ENSG00000214782,MS4A18,ENSDARG00000092593,si:dkey-174k12.3
ENSG00000214782,MS4A18,ENSDARG00000092204,ms4a17a.5
ENSG00000214782,MS4A18,ENSDARG00000116378,ms4a17a.17
ENSG00000214782,MS4A18,ENSDARG00000098387,tmem176l.3a
ENSG00000214782,MS4A18,ENSDARG00000094854,ms4a17a.9
ENSG00000214782,MS4A18,ENSDARG00000020548,si:dkey-77f5.10
ENSG00000214782,MS4A18,ENSDARG00000028659,ms4a17c.2
ENSG00000214782,MS4A18,ENSDARG00000053563,ms4a17a.12
ENSG00000214782,MS4A18,ENSDARG00000093512,si:dkey-238j22.1
ENSG00000214782,MS4A18,ENSDARG00000094643,ms4a17c.1
ENSG00000214782,MS4A18,ENSDARG00000014024,ms4a17a.4
ENSG00000214782,MS4A18,ENSDARG00000091970,ms4a17a.3
ENSG00000214782,MS4A18,ENSDARG00000105674,ms4a17a.2
ENSG00000214782,MS4A18,ENSDARG00000054898,ms4a17a.16
ENSG00000152952,PLOD2,ENSDARG00000011821,plod2
ENSG00000110104,CCDC86,ENSDARG00000059908,si:ch211-217k17.7
ENSG00000153936,HS2ST1,ENSDARG00000099478,hs2st1a
ENSG00000153936,HS2ST1,ENSDARG00000062008,hs2st1b
ENSG00000136688,IL36G,ENSDARG00000089383,il1fma
ENSG00000136688,IL36G,ENSDARG00000098700,il1b
ENSG00000149506,ZP1,ENSDARG00000079034,zpax4
ENSG00000136694,IL36A,ENSDARG00000089383,il1fma
ENSG00000136694,IL36A,ENSDARG00000098700,il1b
ENSG00000136696,IL36B,ENSDARG00000089383,il1fma
ENSG00000136696,IL36B,ENSDARG00000098700,il1b
ENSG00000136697,IL1F10,ENSDARG00000089383,il1fma
ENSG00000136697,IL1F10,ENSDARG00000098700,il1b
ENSG00000173715,C11orf80,ENSDARG00000075203,zgc:195212
ENSG00000136689,IL1RN,ENSDARG00000089383,il1fma
ENSG00000136689,IL1RN,ENSDARG00000098700,il1b
ENSG00000134709,HOOK1,ENSDARG00000042946,hook1
ENSG00000186566,GPATCH8,ENSDARG00000059768,gpatch8
ENSG00000144354,CDCA7,ENSDARG00000077620,cdca7a
ENSG00000173585,CCR9,ENSDARG00000055186,ccr9a
ENSG00000173585,CCR9,ENSDARG00000099738,ccr9b
ENSG00000180340,FZD2,ENSDARG00000054438,fzd2
ENSG00000173578,XCR1,ENSDARG00000054847,xcr1a.1
ENSG00000173578,XCR1,ENSDARG00000052988,xcr1b.1
ENSG00000182985,CADM1,ENSDARG00000031075,cadm1a
ENSG00000182985,CADM1,ENSDARG00000042677,cadm1b
ENSG00000211456,SACM1L,ENSDARG00000059806,sacm1lb
ENSG00000211456,SACM1L,ENSDARG00000015290,sacm1la
ENSG00000177674,AGTRAP,ENSDARG00000077082,agtrap
ENSG00000136695,IL36RN,ENSDARG00000089383,il1fma
ENSG00000136695,IL36RN,ENSDARG00000098700,il1b
ENSG00000144369,FAM171B,ENSDARG00000096271,7-Mar
ENSG00000138448,ITGAV,ENSDARG00000006314,itgav
ENSG00000177000,MTHFR,ENSDARG00000053087,mthfr
ENSG00000114573,ATP6V1A,ENSDARG00000076318,atp6v1ab
ENSG00000114573,ATP6V1A,ENSDARG00000034534,atp6v1aa
ENSG00000137968,SLC44A5,ENSDARG00000057419,slc44a5b
ENSG00000137968,SLC44A5,ENSDARG00000017398,slc44a5a
ENSG00000176485,PLAAT3,ENSDARG00000077652,lratb.2
